#separator:;
#html:true
#columns:German;English;Ukrainian;Example
die Insolvenzplan, "-e;insolvency plan;план реструктуризації при банкрутстві;Der Insolvenzplan **sieht die Weiterbeschäftigung der halben Belegschaft vor**.
die Sanierung, -en;reorganization / restructuring;санація, фінансове оздоровлення;Die Sanierung des Unternehmens **konnte erfolgreich abgeschlossen werden**.
die Restrukturierung, -en;restructuring;реструктуризація;Die Restrukturierung **führte zu einer flachen Hierarchie im Betrieb**.
die Neuausrichtung (Sg.);realignment / strategic change;нова стратегічна орієнтація;Die Neuausrichtung **soll die Wettbewerbsfähigkeit auf dem Weltmarkt sichern**.
die Zukunftssicherung (Sg.);securing the future;забезпечення майбутнього;Die Zukunftssicherung **erfordert Investitionen in Solaranlagen та Photovoltaik**.
die Investition, -en;investment;інвестиція;Die Investitionen in das neue Werk **wurden vom Aufsichtsrat bewilligt**.
die Innovationskraft (Sg.);innovative strength;інноваційна сила (потенціал);Die hohe Innovationskraft **ist das wichtigste Qualitätsmerkmal des Startups**.
die Forschung und Entwicklung (F&E) (Sg.);research and development (R&D);дослідження та розробка (НДДКР);Die Abteilung für Forschung und Entwicklung **arbeitet an der Kältemaschine**.
die Patent, -e;patent;патент;Das Patent für das neue Verfahren **wurde beim Patentamt angemeldet**.
die Schutzrecht, -e;property right / patent right;право інтелектуальної власності;Die gewerblichen Schutzrechte **sichern unseren technologischen Vorsprung ab**.
die Lizenzgebühr, -en;license fee / royalty;ліцензійний збір;Die Lizenzgebühren **müssen jährlich an den Patentinhaber gezahlt werden**.
die Lizenzvertrag, "-e;license agreement;ліцензійний договір;Der Lizenzvertrag **regelt die Nutzung der Software durch Drittfirmen**.
die Lizenznehmer, - / die Lizenznehmerin, -nen;licensee;ліцензіат;Der Lizenznehmer **ist zur Nutzung des Patents im Inland berechtigt**.
die Lizenzgeber, - / die Lizenzgeberin, -nen;licensor;ліцензіар;Der Lizenzgeber **garantiert die funktionale Korrektheit der Technologie**.
die Urheberrecht, -e;copyright;авторське право;Das Urheberrecht **schützt den Quellcode vor unbefugtem Kopieren**.
die geistige Eigentum;intellectual property;інтелектуальна власність;Der Schutz des geistigen Eigentums **ist gesetzlich streng geregelt**.
die Produktpiraterie (Sg.);product piracy;піратство продукції (копіювання);Produktpiraterie **verursacht jährlich Schäden in Millionenhöhe**.
die Plagiat, -e;plagiarism / knockoff;плагіат, підробка;Das Plagiat **weist erhebliche Mängel in der Tragfähigkeit auf**.
die Markenpiraterie (Sg.);brand piracy;піратство торгових марок;Die Zollbehörde **ist für die Bekämpfung der Markenpiraterie zuständig**.
die Zollbehörde, -n;customs authority;митна служба;Die Zollbehörde **kontrolliert den Import von Waren aus Drittstaaten**.
die Einfuhrzoll, "-e;import duty / tariff;імпортне мито;Die Einfuhrzölle **erhöhen die Anschaffungskosten für Rohstoffe aus den USA**.
die Zollabwicklung, -en;customs clearance;митне оформлення;Die Zollabwicklung **wird von einer spezialisierten Spedition übernommen**.
die Spedition, -en;freight forwarding company;транспортно-експедиційна компанія (експедитор);Die Spedition **ist für den sicheren Transport der Maschinen verantwortlich**.
die Frachtbrief, -e;consignment note / waybill;транспортна накладна;Der Frachtbrief **muss vom Empfänger bei der Übergabe unterzeichnet werden**.
die Lieferadresse, -n;delivery address;адреса доставки;Bitte tragen Sie die Lieferadresse **in das Bestellformular ein**.
die Rechnungsadresse, -n;billing address;адреса для виставлення рахунку;Die Rechnungsadresse **kann von der Lieferadresse abweichen**.
die Zahlungsbedingung, -en;payment term / condition;умова оплати;Die Zahlungsbedingungen **sehen ein Zahlungsziel von 14 Tagen vor**.
die Zahlungsziel, -e;payment deadline / term;термін оплати;Das Zahlungsziel **kann bei langjährigen Kunden auf 30 Tage verlängert werden**.
die Skonto, -s / Skonti;cash discount (for prompt payment);знижка за швидку оплату (сконто);Bei Zahlung innerhalb von 3 Tagen **gewähren wir 2% Skonto**.
die Rabattgewährung (Sg.);granting of discount;надання знижки;Die Rabattgewährung **erfolgt im Ermessen des Vertriebsleiters**.
die Sonderkondition, -en;special condition / term;спеціальні умови;Für Stammkunden **gelten attraktive Sonderkonditionen beim Einkauf**.
die Lieferbedingung, -en;delivery condition / term;умови поставки;Die Lieferbedingungen **wurden nach den internationalen Incoterms vereinbart**.
die Incoterms (Pl.);Incoterms;Інкотермс;Die Incoterms **regeln den Gefahrenübergang beim internationalen Transport**.
die Gefahrenübergang, "-e;transfer of risk;перехід ризику;Der Gefahrenübergang **erfolgt bei der Übergabe der Ware an die Spedition**.
die Eigentumsvorbehalt, -e;retention of title;застереження про право власності (до повної оплати);Die Ware bleibt bis zur vollständigen Bezahlung **unter Eigentumsvorbehalt**.
die Eigentumsübertragung, -en;transfer of ownership;передача права власності;Die Eigentumsübertragung **erfolgt nach dem Zahlungseingang**.
die Zahlungseingang, "-e;receipt of payment;надходження платежу;Der Zahlungseingang **wird vom Zeiterfassungssystem automatisch registriert**.
die Mahnwesen (Sg.);dunning system / collection process;система нагадування про борги;Das Mahnwesen **wird von der Buchhaltungsabteilung betreut**.
die Mahnung, -en;dunning letter / reminder;нагадування про сплату боргу;Die erste Mahnung **wird nach Ablauf des Zahlungsziels versendet**.
die Mahngebühr, -en;dunning fee;плата за нагадування (штраф за прострочення);Wegen des Verzugs **wurde eine Mahngebühr von 5 Euro erhoben**.
die Verzugszins, -en;default interest;пеня за прострочення платежу;Bei Zahlungsverzug **haben wir das Recht, Verzugszinsen zu berechnen**.
die Zahlungsverzug, "-e;default in payment;прострочення платежу;Der Zahlungsverzug **stellt eine schwere Pflichtverletzung des Käufers dar**.
die Bonitätsprüfung, -en;credit check / credit assessment;перевірка платоспроможності (бонітету);Vor dem Abschluss des Vertrages **ist eine Bonitätsprüfung erforderlich**.
die Bonität (Sg.);creditworthiness;платоспроможність, кредитний рейтинг;Eine gute Bonität **ist Voraussetzung für den Kauf auf Rechnung**.
die Schufa-Auskunft, "-e;Schufa report (credit rating report in Germany);довідка Schufa (про кредитну історію в Німеччині);Die Schufa-Auskunft **wurde vom Vermieter vor der Wohnungsübergabe verlangt**.
die Kreditwürdigkeit (Sg.);creditworthiness;кредитоспроможність;Die Bank **überprüft die Kreditwürdigkeit des Unternehmens gründlich**.
die Kreditlinie, -n;credit line;кредитний ліміт;Die Kreditlinie **wurde von der Bank zur Zukunftssicherung erweitert**.
die Kontokorrentkredit, -e;overdraft facility / cash credit;овердрафт (короткостроковий кредит на поточному рахунку);Der Kontokorrentkredit **dient der Überbrückung kurzfristiger Engpässe**.
die Liquiditätsengpass, "-e;liquidity bottleneck / shortage;дефіцит ліквідності (тимчасова нестача грошей);Der Liquiditätsengpass **konnte durch die Stundung der Raten behoben werden**.
die Stundung, -en;deferral / deferment of payment;відстрочка платежу (пролонгація);Dem Schuldner **wurde eine Stundung der Forderung gewährt**.
die Ratenzahlung, -en;installment payment;оплата частинами;Wir haben uns **mit dem Kunden auf eine Ratenzahlung geeinigt**.
die Teilzahlung, -en;partial payment;частковий платіж;Die erste Teilzahlung **ist bei Vertragsunterzeichnung fällig**.
die Fälligkeit (Sg.);maturity / due date;термін сплати (терміновість);Die Fälligkeit der Rechnung **ist auf das Monatsende festgelegt**.
die Fälligkeitstag, -e;due date;день сплати;Der Fälligkeitstag **muss auf dem Rechnungsdokument genau angegeben sein**.
die Skontofrist, -en;discount period;термін надання знижки сконто;Die Skontofrist **beträgt laut Zahlungsbedingungen 10 Tage**.
die Skontoabzug, "-e;discount deduction;вирахування знижки сконто;Der Skontoabzug **ist nur bei Einhaltung der Skontofrist zulässig**.
die Skontosatz, "-e;discount rate;відсоток знижки сконто;Der vereinbarte Skontosatz **beträgt laut Vertrag 3 Prozent**.
die Rechnungsbetrag, "-e;invoice amount;сума рахунку;Der Rechnungsbetrag **wurde vom System fehlerfrei berechnet**.
die Nettobetrag, "-e;net amount;чиста сума (без ПДВ);Der Nettobetrag **ist auf der Rechnung separat ausgewiesen**.
die Bruttobetrag, "-e;gross amount;загальна сума (з ПДВ);Der Bruttobetrag **beinhaltet die gesetzliche Mehrwertsteuer**.
die Mehrwertsteuer (MwSt.) (Sg.);value added tax (VAT);податок на додану вартість (ПДВ);Die Mehrwertsteuer **beträgt in Deutschland in der Regel 19 Prozent**.
die Umsatzsteuer (USt.) (Sg.);turnover tax / sales tax;податок з обороту (фактично ПДВ);Die Umsatzsteuer **wird vom Betrieb an das Finanzamt abgeführt**.
die Vorsteuer (Sg.);input tax;вхідний ПДВ (податок, сплачений постачальникам);Die gezahlte Vorsteuer **kann mit der Umsatzsteuer verrechnet werden**.
die Vorsteuerabzug (Sg.);input tax deduction;податковий вирахування вхідного ПДВ;Der Vorsteuerabzug **reduziert die finanzielle Belastung des Unternehmens**.
die Umsatzsteuervoranmeldung, -en;advance turnover tax return;попередня декларація з ПДВ;Die Umsatzsteuervoranmeldung **muss monatlich elektronisch eingereicht werden**.
die Finanzamt, "-er;tax office;податкова інспекція;Das Finanzamt **überwacht die ordnungsgemäße Abführung der Steuern**.
die Steuernummer, -n;tax number;податковий номер;Die Steuernummer **muss auf jeder offiziellen Rechnung angegeben sein**.
die Umsatzsteuer-Identifikationsnummer (USt-IdNr.), -n;VAT registration number;індивідуальний податковий номер ПДВ (USt-IdNr.);Die USt-IdNr. **ist für Geschäfte innerhalb der EU zwingend vorgeschrieben**.
die Steuererklärung, -en;tax return;податкова декларація;Die Steuererklärung **wurde vom Steuerberater beim Finanzamt eingereicht**.
die Steuerberater, - / die Steuerberaterin, -nen;tax advisor / tax consultant;податковий консультант;Der Steuerberater **unterstützt den Betrieb bei der Abrechnung**.
die Betriebsprüfung, -en;tax audit / field audit;податкова перевірка підприємства;Die Betriebsprüfung **erstreckt sich über die letzten drei Geschäftsjahre**.
die Wirtschaftsprüfer, - / die Wirtschaftsprüferin, -nen;auditor;аудитор (для перевірки звітів);Der Wirtschaftsprüfer **prüft die Korrektheit des Jahresabschlusses**.
die Jahresabschluss, "-e;annual financial statements;річний фінансовий звіт;Der Jahresabschluss **wurde auf der Hauptversammlung zur Genehmigung vorgelegt**.
die Bilanz, -en;balance sheet;баланс (бухгалтерський);Die Bilanz **gibt einen Überblick über das Vermögen und die Schulden**.
die Gewinn- und Verlustrechnung (GuV) (Sg.);profit and loss account (P&L);звіт про прибутки та збитки (GuV);Die GuV **weist das Ergebnis des Geschäftsjahres fehlerfrei aus**.
die Geschäftsjahr, -e;financial year / fiscal year;фінансовий (звітний) рік;Das Geschäftsjahr **entspricht bei uns dem Kalenderjahr**.
die Quartal, -e;quarter (of a year);квартал;Die Ergebnisse des ersten Quartals **sind sehr positiv verlaufen**.
die Quartalsbericht, -e;quarterly report;квартальний звіт;Der Quartalsbericht **wurde auf der Webseite zum Download bereitgestellt**.
die Quartalszahl, -en;quarterly figures;квартальні показники (цифри);Die Quartalszahlen **haben die Erwartungen der Analysten übertroffen**.
die Umsatz, "-e;turnover / sales;оборот (виручка);Der Umsatz **konnte durch die Neukundengewinnung spürbar gesteigert werden**.
die Gewinn, -e;profit;прибуток;Der Gewinn des Unternehmens **wird teilweise an die Gesellschafter ausgezahlt**.
die Verlust, -e;loss;збиток;Der erlittene Verlust **hängt eng mit dem Produktionsausfall zusammen**.
die Rentabilität (Sg.);profitability;рентабельність;Die Rentabilität der Investition **wurde vorab genau analysiert**.
die Wirtschaftlichkeit (Sg.);economic efficiency;економічна доцільність;Die Wirtschaftlichkeit der Solaranlage **ist unumstritten**.
die Kosten-Nutzen-Analyse, -n;cost-benefit analysis;аналіз витрат і вигод;Eine Kosten-Nutzen-Analyse **ist Voraussetzung für das Projekt**.
die Wirtschaftlichkeitsberechnung, -en;profitability calculation;розрахунок економічної ефективності;Die Wirtschaftlichkeitsberechnung **wurde im Businessplan dokumentiert**.
die Businessplan, "-e;business plan;бізнес-план;Der Businessplan **überzeugte die Bank bei der Kreditverhandlung**.
die Existenzgründung, -en;business startup;заснування бізнесу;Die Existenzgründung **wurde durch einen Gründungszuschuss gefördert**.
die Gründungszuschuss, "-e;startup grant;субсидія на відкриття власної справи;Ich habe beim Arbeitsberater einen Gründungszuschuss **beantragt**.
die Existenzgründer, - / die Existenzgründerin, -nen;founder of a business;засновник бізнесу, підприємець-початківець;Die Existenzgründerin **verfügt über eine hervorragende Geschäftsidee**.
die Geschäftsidee, -n;business idea;бізнес-ідея;Die innovative Geschäftsidee **weckte das Interesse potenzieller Investoren**.
die Investor, -en / die Investorin, -nen;investor;інвестор;Die Investoren **stellen dem Startup Kapital zur Verfügung**.
die Venture-Capital (VC) (Sg.);venture capital;венчурний капітал;Das Startup **sucht nach Venture-Capital für die internationale Markterschließung**.
die Startup, -s;startup;стартап;Das IT-Startup **leistet einen wichtigen Beitrag zur Digitalisierung**.
die Gründerzentrum, -en;incubator / startup center;бізнес-інкубатор (центр підтримки стартапів);Unser Büro **befindet sich im lokalen Gründerzentrum**.
die Netzwerktreffen, -;networking event;зустріч для розширення контактів (нетфоркінг);Das Netzwerktreffen **bietet gute Chancen für Kooperationen**.
die Erfahrungsaustausch (Sg.);exchange of experience;обмін досвідом;Der Erfahrungsaustausch **wirkt sich sehr vorteilhaft auf die Arbeit aus**.
die Kooperationsvereinbarung, -en;cooperation agreement;угода про співпрацю;Die Kooperationsvereinbarung **wurde im gegenseitigen Einvernehmen unterzeichnet**.
die Kooperationspartner, - / die Kooperationspartnerin, -nen;cooperation partner;партнер по співпраці;Wir wollen eng mit unseren Kooperationspartnern **zusammenarbeiten**.
die Synergieeffekt, -e;synergistic effect;синергетичний ефект;Die Kooperation **schafft Synergieeffekte bei der Forschung und Entwicklung**.
die Wissenstransfer (Sg.);knowledge transfer;трансфер знань;Der Wissenstransfer **wird durch gemeinsame Workshops gefördert**.
die Know-how (Sg.);know-how;ноу-хау (технічний досвід);Das technologische Know-how **ist das wertvollste Gut unseres Unternehmens**.
die Kernkompetenz, -en;core competence;ключова компетенція;Unsere Kernkompetenz **liegt in der Instandhaltung industrieller Kälteanlagen**.
die Alleinstellungsmerkmal (USP), -e;unique selling proposition (USP);унікальна торгова пропозиція (УТП);Das Alleinstellungsmerkmal **sichert uns einen Vorteil gegenüber Mitbewerbern**.
die Marktvorteil, -e;market advantage;ринкова перевага;Die hohe Energieeffizienz **bietet dem Kunden einen klaren Marktvorteil**.
die Wettbewerbsvorteil, -e;competitive advantage;конкурентна перевага;Sauberer Service **ist unser wichtigster Wettbewerbsvorteil auf dem Markt**.
die Kundenzufriedenheit (Sg.);customer satisfaction;задоволеність клієнтів;Die Kundenzufriedenheit **ist der Maßstab für unseren Erfolg**.
